student_id,course_code,course_name,instructor,course_rating,instructor_rating,content_rating,difficulty_rating,comment,submission_date
DS069,DBS301,Database Systems,Prof. Meena Gupta,4,4,4,1,The instructor was very knowledgeable and helpful.,2022
DS069,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,3,3,3,2,"The course was well-structured and informative. However, better explanation of complex topics is needed.",2023
DS069,CSYS401,Computer Systems,Prof. Kavita Reddy,4,5,5,1,I learned a lot from this course.,2024
DS069,BDS401,Big Data Systems,Dr. Amit Patel,4,4,3,1,The course materials were excellent.,2023
DS069,DVIS401,Data Visualization,Dr. Neha Sharma,3,3,4,2,"The feedback on assignments was very helpful. However, the pace of the course was too fast.",2023
DS069,MLP501,Machine Learning Practice,Dr. Vikram Iyer,4,3,4,1,I learned a lot from this course.,2023
DS069,DL501,Deep Learning,Dr. Amit Patel,1,2,2,3,The content could be better organized.,2024
DS069,NLP501,Natural Language Processing,Dr. Neha Sharma,4,4,4,1,The assignments were challenging but rewarding.,2023
DS069,CV501,Computer Vision,Dr. Ravi Menon,4,5,4,1,I would recommend this course to others.,2023
DS070,MATH101,Mathematics 1,Dr. Anil Kumar,4,4,4,1,I would recommend this course to others.,2022
DS070,STAT101,Statistics 1,Dr. Priya Singh,3,2,2,2,The course was too difficult.,2022
DS070,PROG101,Programming Basics,Prof. Raj Sharma,5,5,4,1,The feedback on assignments was very helpful.,2022
DS070,SYSC101,System Commands,Prof. Kavita Reddy,5,5,5,1,The assignments were challenging but rewarding.,2022
DS070,MATH201,Mathematics 2,Dr. Anil Kumar,3,3,3,1,"I would recommend this course to others. However, i found the assignments too time-consuming.",2023
DS070,STAT201,Statistics 2,Dr. Priya Singh,5,4,4,1,The instructor was very knowledgeable and helpful.,2023
DS070,JAVA201,Java Programming,Prof. Suresh Verma,4,4,3,1,The course was well-structured and informative.,2023
DS070,DBMS201,DBMS,Prof. Meena Gupta,4,3,5,1,I learned a lot from this course.,2023
DS070,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,3,5,4,1,I learned a lot from this course.,2023
DS070,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,4,4,3,The assignments were challenging but rewarding.,2023
DS070,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,3,2,2,3,The assessment criteria were not clear.,2023
DS070,DBS301,Database Systems,Prof. Meena Gupta,2,2,3,3,I found the assignments too time-consuming.,2022
DS070,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,3,3,2,2,"The course materials were excellent. However, i found the assignments too time-consuming.",2024
DS070,CSYS401,Computer Systems,Prof. Kavita Reddy,5,4,5,1,I would recommend this course to others.,2023
DS070,BDS401,Big Data Systems,Dr. Amit Patel,3,4,3,2,"The course exceeded my expectations. However, more practical examples would have been helpful.",2023
DS070,DVIS401,Data Visualization,Dr. Neha Sharma,3,2,3,1,"The instructor explained complex concepts clearly. However, the content could be better organized.",2024
DS071,MATH101,Mathematics 1,Dr. Anil Kumar,5,5,5,1,The course materials were excellent.,2023
DS071,STAT101,Statistics 1,Dr. Priya Singh,4,4,5,1,The course was well-structured and informative.,2023
DS071,PROG101,Programming Basics,Prof. Raj Sharma,5,5,4,1,The course exceeded my expectations.,2022
DS071,SYSC101,System Commands,Prof. Kavita Reddy,4,3,4,1,The assignments were challenging but rewarding.,2022
DS071,MATH201,Mathematics 2,Dr. Anil Kumar,4,4,4,1,The feedback on assignments was very helpful.,2023
DS071,STAT201,Statistics 2,Dr. Priya Singh,2,1,3,3,The assessment criteria were not clear.,2023
DS071,JAVA201,Java Programming,Prof. Suresh Verma,3,2,3,2,"The instructor was very knowledgeable and helpful. However, the assessment criteria were not clear.",2023
DS071,DBMS201,DBMS,Prof. Meena Gupta,4,5,5,1,The course was well-structured and informative.,2023
DS071,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,5,5,4,1,The assignments were challenging but rewarding.,2023
DS071,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,5,5,4,1,The course exceeded my expectations.,2022
DS071,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,5,4,2,The instructor was very knowledgeable and helpful.,2023
DS071,DBS301,Database Systems,Prof. Meena Gupta,4,4,3,1,The course materials were excellent.,2022
DS072,MATH101,Mathematics 1,Dr. Anil Kumar,3,4,3,1,"I learned a lot from this course. However, the content could be better organized.",2023
DS072,STAT101,Statistics 1,Dr. Priya Singh,3,4,4,1,The assignments were challenging but rewarding.,2023
DS072,PROG101,Programming Basics,Prof. Raj Sharma,2,4,3,3,"I would recommend this course to others. However, the pace of the course was too fast.",2023
DS072,SYSC101,System Commands,Prof. Kavita Reddy,2,2,2,3,The instructor was not very responsive to questions.,2022
DS072,MATH201,Mathematics 2,Dr. Anil Kumar,3,3,3,3,"The course was well-structured and informative. However, the content could be better organized.",2023
DS072,STAT201,Statistics 2,Dr. Priya Singh,4,3,3,2,"The feedback on assignments was very helpful. However, the instructor was not very responsive to questions.",2023
DS072,JAVA201,Java Programming,Prof. Suresh Verma,3,4,3,2,"The feedback on assignments was very helpful. However, i found the assignments too time-consuming.",2023
DS072,DBMS201,DBMS,Prof. Meena Gupta,2,3,3,2,"The feedback on assignments was very helpful. However, the course materials need updating.",2023
DS072,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,3,3,3,2,"The feedback on assignments was very helpful. However, the content could be better organized.",2022
DS072,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,2,3,3,2,"The course was well-structured and informative. However, the instructor was not very responsive to questions.",2023
DS072,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,5,3,3,2,I would recommend this course to others.,2023
DS072,DBS301,Database Systems,Prof. Meena Gupta,4,4,4,1,The instructor was very knowledgeable and helpful.,2022
DS072,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,4,4,4,1,The assignments were challenging but rewarding.,2024
DS072,CSYS401,Computer Systems,Prof. Kavita Reddy,4,3,4,2,I enjoyed the practical aspects of this course.,2024
DS072,BDS401,Big Data Systems,Dr. Amit Patel,1,2,2,4,The assessment criteria were not clear.,2023
DS072,DVIS401,Data Visualization,Dr. Neha Sharma,4,4,3,2,I learned a lot from this course.,2023
DS073,MATH101,Mathematics 1,Dr. Anil Kumar,3,3,2,2,"The instructor explained complex concepts clearly. However, more practical examples would have been helpful.",2022
DS073,STAT101,Statistics 1,Dr. Priya Singh,2,3,2,2,The course materials need updating.,2022
DS073,PROG101,Programming Basics,Prof. Raj Sharma,3,3,3,1,"I would recommend this course to others. However, the course materials need updating.",2022
DS073,SYSC101,System Commands,Prof. Kavita Reddy,3,2,2,3,The course was too difficult.,2022
DS073,MATH201,Mathematics 2,Dr. Anil Kumar,3,3,3,2,"The instructor was very knowledgeable and helpful. However, the course materials need updating.",2022
DS073,STAT201,Statistics 2,Dr. Priya Singh,4,4,5,1,The assignments were challenging but rewarding.,2022
DS073,JAVA201,Java Programming,Prof. Suresh Verma,3,4,4,1,The assignments were challenging but rewarding.,2022
DS073,DBMS201,DBMS,Prof. Meena Gupta,3,3,2,2,"I learned a lot from this course. However, more practical examples would have been helpful.",2023
DS073,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,3,3,4,2,"I enjoyed the practical aspects of this course. However, the course was too difficult.",2023
DS073,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,2,3,4,2,"The instructor was very knowledgeable and helpful. However, the course was too difficult.",2022
DS073,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,5,5,5,1,I would recommend this course to others.,2023
DS073,DBS301,Database Systems,Prof. Meena Gupta,4,4,4,1,I learned a lot from this course.,2022
DS073,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,4,4,3,1,The feedback on assignments was very helpful.,2024
DS073,CSYS401,Computer Systems,Prof. Kavita Reddy,2,3,3,2,"The assignments were challenging but rewarding. However, the course was too difficult.",2024
DS073,BDS401,Big Data Systems,Dr. Amit Patel,3,3,4,1,"The instructor explained complex concepts clearly. However, the course was too difficult.",2023
DS073,DVIS401,Data Visualization,Dr. Neha Sharma,3,3,4,2,"The instructor explained complex concepts clearly. However, better explanation of complex topics is needed.",2024
DS073,MLP501,Machine Learning Practice,Dr. Vikram Iyer,2,2,2,3,I found the assignments too time-consuming.,2024
DS073,DL501,Deep Learning,Dr. Amit Patel,2,2,3,2,Better explanation of complex topics is needed.,2023
DS073,NLP501,Natural Language Processing,Dr. Neha Sharma,4,4,5,1,The instructor was very knowledgeable and helpful.,2023
DS073,CV501,Computer Vision,Dr. Ravi Menon,3,3,3,2,"I learned a lot from this course. However, the instructor was not very responsive to questions.",2024
DS074,MATH101,Mathematics 1,Dr. Anil Kumar,4,5,5,1,The feedback on assignments was very helpful.,2023
DS074,STAT101,Statistics 1,Dr. Priya Singh,2,2,4,2,"The course materials were excellent. However, the course materials need updating.",2023
DS074,PROG101,Programming Basics,Prof. Raj Sharma,3,3,2,3,"The instructor explained complex concepts clearly. However, there was too much theoretical content.",2023
DS074,SYSC101,System Commands,Prof. Kavita Reddy,4,3,3,1,"The course materials were excellent. However, the assessment criteria were not clear.",2023
DS074,MATH201,Mathematics 2,Dr. Anil Kumar,3,5,3,2,The assignments were challenging but rewarding.,2022
DS074,STAT201,Statistics 2,Dr. Priya Singh,3,4,3,2,"The course exceeded my expectations. However, the pace of the course was too fast.",2022
DS074,JAVA201,Java Programming,Prof. Suresh Verma,3,3,2,3,"The course was well-structured and informative. However, the content could be better organized.",2023
DS074,DBMS201,DBMS,Prof. Meena Gupta,5,5,5,1,The instructor was very knowledgeable and helpful.,2022
DS074,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,3,3,3,1,"I learned a lot from this course. However, the course materials need updating.",2023
DS074,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,4,4,2,The assignments were challenging but rewarding.,2022
DS074,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,4,4,2,The feedback on assignments was very helpful.,2023
DS074,DBS301,Database Systems,Prof. Meena Gupta,2,3,2,3,Better explanation of complex topics is needed.,2023
DS074,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,4,4,4,2,The instructor explained complex concepts clearly.,2024
DS074,CSYS401,Computer Systems,Prof. Kavita Reddy,3,3,3,2,"The instructor explained complex concepts clearly. However, the course materials need updating.",2023
DS074,BDS401,Big Data Systems,Dr. Amit Patel,4,5,5,1,The course exceeded my expectations.,2023
DS074,DVIS401,Data Visualization,Dr. Neha Sharma,2,3,2,2,The course materials need updating.,2023
DS075,MATH101,Mathematics 1,Dr. Anil Kumar,4,4,4,1,I would recommend this course to others.,2022
DS075,STAT101,Statistics 1,Dr. Priya Singh,4,4,4,2,I learned a lot from this course.,2023
DS075,PROG101,Programming Basics,Prof. Raj Sharma,4,2,3,1,"The instructor explained complex concepts clearly. However, the content could be better organized.",2022
DS075,SYSC101,System Commands,Prof. Kavita Reddy,2,3,2,3,The content could be better organized.,2023
DS075,MATH201,Mathematics 2,Dr. Anil Kumar,4,3,3,1,"The assignments were challenging but rewarding. However, the assessment criteria were not clear.",2023
DS075,STAT201,Statistics 2,Dr. Priya Singh,3,2,3,1,"The instructor explained complex concepts clearly. However, the content could be better organized.",2023
DS075,JAVA201,Java Programming,Prof. Suresh Verma,4,3,4,1,I enjoyed the practical aspects of this course.,2022
DS075,DBMS201,DBMS,Prof. Meena Gupta,3,4,4,1,The course was well-structured and informative.,2023
DS075,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,4,5,1,The instructor was very knowledgeable and helpful.,2022
DS075,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,4,3,3,2,"The instructor was very knowledgeable and helpful. However, more practical examples would have been helpful.",2022
DS075,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,3,2,4,2,"I enjoyed the practical aspects of this course. However, there was too much theoretical content.",2023
DS075,DBS301,Database Systems,Prof. Meena Gupta,4,3,2,2,"The course was well-structured and informative. However, the content could be better organized.",2023
DS075,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,2,2,1,4,The instructor was not very responsive to questions.,2023
DS075,CSYS401,Computer Systems,Prof. Kavita Reddy,3,3,3,1,"The instructor was very knowledgeable and helpful. However, i found the assignments too time-consuming.",2023
DS075,BDS401,Big Data Systems,Dr. Amit Patel,2,3,2,2,The course materials need updating.,2024
DS075,DVIS401,Data Visualization,Dr. Neha Sharma,4,3,4,1,The course exceeded my expectations.,2023
DS075,MLP501,Machine Learning Practice,Dr. Vikram Iyer,4,3,3,2,"The assignments were challenging but rewarding. However, the content could be better organized.",2023
DS075,DL501,Deep Learning,Dr. Amit Patel,5,5,5,1,The course exceeded my expectations.,2023
DS075,NLP501,Natural Language Processing,Dr. Neha Sharma,4,3,3,1,"The assignments were challenging but rewarding. However, better explanation of complex topics is needed.",2024
DS075,CV501,Computer Vision,Dr. Ravi Menon,2,3,3,3,"The course was well-structured and informative. However, the assessment criteria were not clear.",2023
DS076,MATH101,Mathematics 1,Dr. Anil Kumar,3,4,4,2,The instructor was very knowledgeable and helpful.,2022
DS076,STAT101,Statistics 1,Dr. Priya Singh,3,4,4,2,I learned a lot from this course.,2023
DS076,PROG101,Programming Basics,Prof. Raj Sharma,3,5,4,1,I learned a lot from this course.,2022
DS076,SYSC101,System Commands,Prof. Kavita Reddy,2,4,3,2,"I enjoyed the practical aspects of this course. However, the pace of the course was too fast.",2023
DS076,MATH201,Mathematics 2,Dr. Anil Kumar,4,4,3,2,The instructor was very knowledgeable and helpful.,2022
DS076,STAT201,Statistics 2,Dr. Priya Singh,4,4,5,1,I enjoyed the practical aspects of this course.,2023
DS076,JAVA201,Java Programming,Prof. Suresh Verma,4,4,4,2,The feedback on assignments was very helpful.,2023
DS076,DBMS201,DBMS,Prof. Meena Gupta,3,3,2,2,"The course exceeded my expectations. However, i found the assignments too time-consuming.",2023
DS076,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,2,2,2,3,The course was too difficult.,2022
DS076,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,4,4,5,1,The feedback on assignments was very helpful.,2022
DS076,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,3,2,3,2,"I enjoyed the practical aspects of this course. However, the content could be better organized.",2022
DS076,DBS301,Database Systems,Prof. Meena Gupta,5,5,5,1,The course materials were excellent.,2022
DS076,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,1,3,3,3,I found the assignments too time-consuming.,2024
DS076,CSYS401,Computer Systems,Prof. Kavita Reddy,4,5,5,1,The instructor was very knowledgeable and helpful.,2023
DS076,BDS401,Big Data Systems,Dr. Amit Patel,3,2,3,2,"The instructor was very knowledgeable and helpful. However, the pace of the course was too fast.",2024
DS076,DVIS401,Data Visualization,Dr. Neha Sharma,2,1,2,3,There was too much theoretical content.,2023
DS077,MATH101,Mathematics 1,Dr. Anil Kumar,5,5,5,1,I would recommend this course to others.,2022
DS077,STAT101,Statistics 1,Dr. Priya Singh,3,3,3,2,"The course materials were excellent. However, more practical examples would have been helpful.",2022
DS077,PROG101,Programming Basics,Prof. Raj Sharma,3,3,2,3,"I enjoyed the practical aspects of this course. However, the content could be better organized.",2022
DS077,SYSC101,System Commands,Prof. Kavita Reddy,3,4,3,2,"The instructor explained complex concepts clearly. However, there was too much theoretical content.",2023
DS077,MATH201,Mathematics 2,Dr. Anil Kumar,4,4,4,1,The course was well-structured and informative.,2023
DS077,STAT201,Statistics 2,Dr. Priya Singh,2,2,1,3,The course was too difficult.,2022
DS077,JAVA201,Java Programming,Prof. Suresh Verma,3,5,4,1,The course exceeded my expectations.,2022
DS077,DBMS201,DBMS,Prof. Meena Gupta,2,3,3,3,"The feedback on assignments was very helpful. However, i found the assignments too time-consuming.",2023
DS077,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,5,5,5,1,The course was well-structured and informative.,2023
DS077,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,4,5,4,1,The instructor explained complex concepts clearly.,2022
DS077,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,1,1,1,3,The content could be better organized.,2022
DS077,DBS301,Database Systems,Prof. Meena Gupta,3,4,4,2,I enjoyed the practical aspects of this course.,2022
DS077,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,4,4,5,1,I would recommend this course to others.,2024
DS077,CSYS401,Computer Systems,Prof. Kavita Reddy,4,3,3,1,"The course materials were excellent. However, i found the assignments too time-consuming.",2023
DS077,BDS401,Big Data Systems,Dr. Amit Patel,4,3,2,2,"The instructor explained complex concepts clearly. However, better explanation of complex topics is needed.",2024
DS077,DVIS401,Data Visualization,Dr. Neha Sharma,3,4,3,1,"The instructor was very knowledgeable and helpful. However, the course materials need updating.",2024
DS078,MATH101,Mathematics 1,Dr. Anil Kumar,4,5,3,1,The instructor explained complex concepts clearly.,2023
DS078,STAT101,Statistics 1,Dr. Priya Singh,3,2,3,3,"The instructor was very knowledgeable and helpful. However, the course was too difficult.",2023
DS078,PROG101,Programming Basics,Prof. Raj Sharma,5,5,5,1,The feedback on assignments was very helpful.,2023
DS078,SYSC101,System Commands,Prof. Kavita Reddy,3,4,3,2,"The course materials were excellent. However, better explanation of complex topics is needed.",2022
DS078,MATH201,Mathematics 2,Dr. Anil Kumar,1,2,3,3,The course materials need updating.,2022
DS078,STAT201,Statistics 2,Dr. Priya Singh,4,4,4,1,I learned a lot from this course.,2022
DS078,JAVA201,Java Programming,Prof. Suresh Verma,3,4,4,2,I learned a lot from this course.,2022
DS078,DBMS201,DBMS,Prof. Meena Gupta,4,4,4,1,The course was well-structured and informative.,2022
DS078,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,5,5,4,1,The course materials were excellent.,2022
DS078,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,3,3,3,"I learned a lot from this course. However, the course was too difficult.",2023
DS078,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,4,4,1,The course was well-structured and informative.,2023
DS078,DBS301,Database Systems,Prof. Meena Gupta,5,5,5,1,The instructor explained complex concepts clearly.,2023
DS078,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,3,3,2,3,"The assignments were challenging but rewarding. However, more practical examples would have been helpful.",2023
DS078,CSYS401,Computer Systems,Prof. Kavita Reddy,2,4,4,2,"The course exceeded my expectations. However, the instructor was not very responsive to questions.",2023
DS078,BDS401,Big Data Systems,Dr. Amit Patel,3,3,3,2,"The instructor was very knowledgeable and helpful. However, the content could be better organized.",2023
DS078,DVIS401,Data Visualization,Dr. Neha Sharma,2,2,2,3,There was too much theoretical content.,2024
DS078,MLP501,Machine Learning Practice,Dr. Vikram Iyer,5,3,4,1,The course was well-structured and informative.,2023
DS078,DL501,Deep Learning,Dr. Amit Patel,4,3,4,1,The feedback on assignments was very helpful.,2024
DS078,NLP501,Natural Language Processing,Dr. Neha Sharma,3,3,4,2,"The assignments were challenging but rewarding. However, i found the assignments too time-consuming.",2024
DS078,CV501,Computer Vision,Dr. Ravi Menon,5,5,4,1,I would recommend this course to others.,2024
DS079,MATH101,Mathematics 1,Dr. Anil Kumar,3,2,2,3,The course was too difficult.,2022
DS079,STAT101,Statistics 1,Dr. Priya Singh,4,3,2,1,"The course was well-structured and informative. However, the course materials need updating.",2022
DS079,PROG101,Programming Basics,Prof. Raj Sharma,4,3,5,1,I enjoyed the practical aspects of this course.,2023
DS079,SYSC101,System Commands,Prof. Kavita Reddy,2,4,4,2,"I enjoyed the practical aspects of this course. However, the course was too difficult.",2023
DS079,MATH201,Mathematics 2,Dr. Anil Kumar,4,5,5,1,The feedback on assignments was very helpful.,2022
DS079,STAT201,Statistics 2,Dr. Priya Singh,4,4,4,2,The course exceeded my expectations.,2023
DS079,JAVA201,Java Programming,Prof. Suresh Verma,2,3,3,3,"The instructor was very knowledgeable and helpful. However, there was too much theoretical content.",2023
DS079,DBMS201,DBMS,Prof. Meena Gupta,4,5,3,1,The course materials were excellent.,2022
DS079,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,4,5,1,I enjoyed the practical aspects of this course.,2023
DS079,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,4,3,3,1,"The course materials were excellent. However, the assessment criteria were not clear.",2023
DS079,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,3,4,3,2,"The feedback on assignments was very helpful. However, the pace of the course was too fast.",2022
DS079,DBS301,Database Systems,Prof. Meena Gupta,2,3,3,2,"The course materials were excellent. However, the course materials need updating.",2023
DS079,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,4,4,3,2,I enjoyed the practical aspects of this course.,2023
DS079,CSYS401,Computer Systems,Prof. Kavita Reddy,3,3,3,2,"The assignments were challenging but rewarding. However, the pace of the course was too fast.",2023
DS079,BDS401,Big Data Systems,Dr. Amit Patel,2,3,4,2,"The course materials were excellent. However, i found the assignments too time-consuming.",2023
DS079,DVIS401,Data Visualization,Dr. Neha Sharma,3,3,4,2,"The instructor explained complex concepts clearly. However, the content could be better organized.",2024
DS079,MLP501,Machine Learning Practice,Dr. Vikram Iyer,3,3,3,3,"The feedback on assignments was very helpful. However, the content could be better organized.",2024
DS079,DL501,Deep Learning,Dr. Amit Patel,5,5,4,1,The feedback on assignments was very helpful.,2024
DS079,NLP501,Natural Language Processing,Dr. Neha Sharma,4,4,4,1,The instructor was very knowledgeable and helpful.,2023
DS079,CV501,Computer Vision,Dr. Ravi Menon,5,5,5,1,I would recommend this course to others.,2023
DS080,MATH101,Mathematics 1,Dr. Anil Kumar,4,3,5,1,I enjoyed the practical aspects of this course.,2023
DS080,STAT101,Statistics 1,Dr. Priya Singh,3,2,3,2,"The assignments were challenging but rewarding. However, the course was too difficult.",2023
DS080,PROG101,Programming Basics,Prof. Raj Sharma,3,4,3,2,"The course materials were excellent. However, the assessment criteria were not clear.",2023
DS080,SYSC101,System Commands,Prof. Kavita Reddy,1,1,1,4,The content could be better organized.,2022
DS080,MATH201,Mathematics 2,Dr. Anil Kumar,5,4,4,1,The course was well-structured and informative.,2023
DS080,STAT201,Statistics 2,Dr. Priya Singh,4,4,4,1,The assignments were challenging but rewarding.,2022
DS080,JAVA201,Java Programming,Prof. Suresh Verma,4,4,4,1,I would recommend this course to others.,2023
DS080,DBMS201,DBMS,Prof. Meena Gupta,5,5,5,1,The course exceeded my expectations.,2022
DS080,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,3,4,4,1,The course materials were excellent.,2023
DS080,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,5,4,5,1,The assignments were challenging but rewarding.,2022
DS080,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,4,4,1,The assignments were challenging but rewarding.,2023
DS080,DBS301,Database Systems,Prof. Meena Gupta,3,3,2,2,"I learned a lot from this course. However, better explanation of complex topics is needed.",2022
DS080,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,2,2,2,3,More practical examples would have been helpful.,2024
DS080,CSYS401,Computer Systems,Prof. Kavita Reddy,3,2,3,2,"I enjoyed the practical aspects of this course. However, the course was too difficult.",2024
DS080,BDS401,Big Data Systems,Dr. Amit Patel,4,3,3,1,"I would recommend this course to others. However, the assessment criteria were not clear.",2023
DS080,DVIS401,Data Visualization,Dr. Neha Sharma,4,4,3,2,The assignments were challenging but rewarding.,2024
DS081,MATH101,Mathematics 1,Dr. Anil Kumar,4,3,2,2,"The instructor explained complex concepts clearly. However, there was too much theoretical content.",2022
DS081,STAT101,Statistics 1,Dr. Priya Singh,4,4,4,1,The assignments were challenging but rewarding.,2023
DS081,PROG101,Programming Basics,Prof. Raj Sharma,2,2,3,2,The pace of the course was too fast.,2022
DS081,SYSC101,System Commands,Prof. Kavita Reddy,4,4,4,1,The assignments were challenging but rewarding.,2022
DS081,MATH201,Mathematics 2,Dr. Anil Kumar,4,4,4,2,The feedback on assignments was very helpful.,2022
DS081,STAT201,Statistics 2,Dr. Priya Singh,3,4,5,1,The feedback on assignments was very helpful.,2023
DS081,JAVA201,Java Programming,Prof. Suresh Verma,3,4,3,1,"I learned a lot from this course. However, the instructor was not very responsive to questions.",2023
DS081,DBMS201,DBMS,Prof. Meena Gupta,4,3,5,1,I would recommend this course to others.,2022
DS081,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,4,4,4,1,I learned a lot from this course.,2023
DS081,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,3,3,3,"The course exceeded my expectations. However, more practical examples would have been helpful.",2022
DS081,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,2,2,2,3,I found the assignments too time-consuming.,2022
DS081,DBS301,Database Systems,Prof. Meena Gupta,5,5,4,1,The assignments were challenging but rewarding.,2022
DS081,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,4,2,4,2,"I learned a lot from this course. However, i found the assignments too time-consuming.",2023
DS081,CSYS401,Computer Systems,Prof. Kavita Reddy,3,5,4,2,The course exceeded my expectations.,2024
DS081,BDS401,Big Data Systems,Dr. Amit Patel,3,2,3,2,"The course materials were excellent. However, the content could be better organized.",2024
DS081,DVIS401,Data Visualization,Dr. Neha Sharma,3,4,3,1,"The instructor explained complex concepts clearly. However, the course materials need updating.",2024
DS081,MLP501,Machine Learning Practice,Dr. Vikram Iyer,3,3,3,2,"The feedback on assignments was very helpful. However, the assessment criteria were not clear.",2023
DS081,DL501,Deep Learning,Dr. Amit Patel,1,2,2,3,The course materials need updating.,2024
DS081,NLP501,Natural Language Processing,Dr. Neha Sharma,4,3,5,1,The instructor explained complex concepts clearly.,2023
DS081,CV501,Computer Vision,Dr. Ravi Menon,3,3,3,3,"I would recommend this course to others. However, the instructor was not very responsive to questions.",2023
DS082,MATH101,Mathematics 1,Dr. Anil Kumar,4,3,4,2,The course was well-structured and informative.,2022
DS082,STAT101,Statistics 1,Dr. Priya Singh,2,2,3,3,Better explanation of complex topics is needed.,2023
DS082,PROG101,Programming Basics,Prof. Raj Sharma,4,3,2,2,"The course exceeded my expectations. However, the assessment criteria were not clear.",2023
DS082,SYSC101,System Commands,Prof. Kavita Reddy,4,4,3,2,The assignments were challenging but rewarding.,2022
DS082,MATH201,Mathematics 2,Dr. Anil Kumar,3,4,4,1,I enjoyed the practical aspects of this course.,2023
DS082,STAT201,Statistics 2,Dr. Priya Singh,2,3,2,2,More practical examples would have been helpful.,2023
DS082,JAVA201,Java Programming,Prof. Suresh Verma,4,3,4,2,The instructor explained complex concepts clearly.,2023
DS082,DBMS201,DBMS,Prof. Meena Gupta,4,4,3,1,The course materials were excellent.,2023
DS082,MLF301,Machine Learning Foundations,Dr. Vikram Iyer,3,4,3,2,"The instructor was very knowledgeable and helpful. However, the instructor was not very responsive to questions.",2022
DS082,DSA301,Data Structures & Algorithms,Prof. Suresh Verma,3,3,2,2,"The instructor explained complex concepts clearly. However, the instructor was not very responsive to questions.",2022
DS082,PDSA301,"Programming, Data Structures & Algorithms",Prof. Raj Sharma,4,4,4,1,The feedback on assignments was very helpful.,2023
DS082,DBS301,Database Systems,Prof. Meena Gupta,3,3,3,2,"The course exceeded my expectations. However, the course was too difficult.",2023
DS082,MLT401,Machine Learning Techniques,Dr. Vikram Iyer,2,3,3,2,"I learned a lot from this course. However, there was too much theoretical content.",2024
DS082,CSYS401,Computer Systems,Prof. Kavita Reddy,4,2,4,1,"The instructor was very knowledgeable and helpful. However, the assessment criteria were not clear.",2024
DS082,BDS401,Big Data Systems,Dr. Amit Patel,5,3,3,1,The instructor was very knowledgeable and helpful.,2023
DS082,DVIS401,Data Visualization,Dr. Neha Sharma,3,4,3,2,"The feedback on assignments was very helpful. However, the course materials need updating.",2024
DS082,MLP501,Machine Learning Practice,Dr. Vikram Iyer,4,5,4,1,I would recommend this course to others.,2023
DS082,DL501,Deep Learning,Dr. Amit Patel,3,3,3,2,"The course was well-structured and informative. However, the course materials need updating.",2024
